prodcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
28486,214,89909020,Captopril 6.25mg/5ml oral suspension,Captopril,1.25mg/1ml,Oral suspension,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
71277,1,19300020,Captopril 7.5mg/5ml oral suspension,Captopril,1.5mg/1ml,Oral suspension,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,January 2018
45228,67,91312020,Captopril capsules,Captopril,,Capsules,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,May 2011
69192,4,91310020,Captopril oral solution,Captopril,,,,02050501,Angiotensin-converting Enzyme Inhibitors,April 2017
39242,507,95903020,Carace 10 Plus tablets (Merck Sharp & Dohme Ltd),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,April 2009
17655,2927,72036020,Carace 10 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
16701,28121,68556020,Carace 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril,10mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
10882,12248,68554020,Carace 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril,2.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
39147,1708,95901020,Carace 20 Plus tablets (Merck Sharp & Dohme Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,April 2009
9764,6930,72035020,Carace 20 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
12313,21522,68559020,Carace 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril,20mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
14387,28513,68555020,Carace 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Lisinopril,5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
21231,6,87820020,Caralpha 20mg/12.5mg tablets (Actavis UK Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
56506,44,01541020,Coversyl 2mg tablets (Dowelhurst Ltd),Perindopril erbumine,2mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,August 2013
5612,58522,72568020,Coversyl 2mg tablets (Servier Laboratories Ltd),Perindopril erbumine,2mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
67269,1390,01540020,Coversyl 2mg tablets (Waymade Healthcare Plc),Perindopril erbumine,2mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,August 2016
56508,37,01552020,Coversyl 4mg tablets (Dowelhurst Ltd),Perindopril erbumine,4mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,August 2013
5800,74666,72569020,Coversyl 4mg tablets (Servier Laboratories Ltd),Perindopril erbumine,4mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
14960,3814,83699020,Coversyl 8mg tablets (Servier Laboratories Ltd),Perindopril erbumine,8mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
38026,3166,94707020,Coversyl Arginine 10mg tablets (Servier Laboratories Ltd),Perindopril arginine,10mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
38034,2909,94703020,Coversyl Arginine 2.5mg tablets (Servier Laboratories Ltd),Perindopril arginine,2.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
51807,2,38770020,Coversyl Arginine 5mg tablets (DE Pharmaceuticals),Perindopril arginine,5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,January 2013
37965,4361,94705020,Coversyl Arginine 5mg tablets (Servier Laboratories Ltd),Perindopril arginine,5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
50347,0,34964020,Coversyl Arginine 5mg tablets (Waymade Healthcare Plc),Perindopril arginine,5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,January 2013
51258,0,34961020,Coversyl Arginine Plus 5mg/1.25mg tablets (DE Pharmaceuticals),Perindopril arginine/Indapamide,5mg + 1.25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,January 2013
37908,13734,94709020,Coversyl Arginine Plus 5mg/1.25mg tablets (Servier Laboratories Ltd),Perindopril arginine/Indapamide,5mg + 1.25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
