prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
21251,3996611000001107,82938020,301,Ultramol Soluble tablets (Zentiva Pharma UK Ltd),Paracetamol/Codeine phosphate/Caffeine,500mg + 8mg + 30mg,Effervescent tablet,Oral,04070000/04070200,Analgesics/Opioid Analgesics,February 2009
77,41953611000001104,59238020,3233575,Oxytetracycline 250mg tablets,Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
41642,27275001000027108,51414020,1,Isoniazid 100mg Tablet (Approved Prescription Services Ltd),Isoniazid,100mg,Tablet,Oral,05010900,Antituberculosis Drugs,March 2010
34968,517411000001109,55234020,1639,Co-codamol 8mg/500mg tablets (Teva UK Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
78035,32785511000001100,69514021,15,Demeclocycline 300mg capsules,Demeclocycline hydrochloride,300mg,Capsule,Oral,05010300/06050200,Tetracyclines/Posterior Pituitary Hormones And Antagonists,September 2019
41410,241375001000027100,89624020,23,"Vitamin a, c & d with 10 other vitamins & zinc (combination 1) drops",Pantothenic Acid/Biotin/Ascorbic Acid/Nicotinic Acid/Phytomenadione/Riboflavin/Pyridoxine/Alpha Tocopherol/Vitamin A/Zinc Sulphate/Colecalciferol/Beta Carotene/Thiamine/Vitamin B12,,Drops,Oral,09060750,-,March 2010
66904,31920011000001104,61352021,1298,Co-codamol 8mg/500mg caplets (Wockhardt UK Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,July 2016
11009,136805001000027100,66001020,380,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg tablet,Caffeine/Codeine Phosphate/Paracetamol,500mg+8mg+30mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
45106,13718711000001108,98811020,3871,Sodium valproate 250mg modified-release granules sachets sugar free,Sodium valproate,250mg,Modified-release granules,Oral,04080100,Control Of Epilepsy,May 2011
41276,15162411000001100,76494020,1,Co-codamol 8mg/500mg tablets (Almus Pharmaceuticals Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2010
27979,236355001000027100,87186020,25,Lemsip max cold and flu Capsule (Reckitt Benckiser Healthcare (UK) Ltd),Caffeine/Paracetamol/Phenylephrine Hydrochloride,,Capsule,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,February 2009
84502,11597011000001100,29395020,0,Co-dydramol 10mg/500mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,2mg/1ml + 100mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,September 2021
13577,41773011000001104,68671020,367,Zidovudine 250mg capsules,Zidovudine,250mg,Capsule,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,February 2009
14137,41948511000001104,80705020,1550,Doxycycline 20mg tablets,Doxycycline hyclate,20mg,Tablet,Oral,12030100,Drugs For Oral Ulceration And Inflammation,February 2009
29558,213045001000027100,80213020,1,Maximum flu strength Tablet (Wockhardt UK Ltd),Caffeine/Paracetamol/Phenylephrine Hydrochloride,,Tablet,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,February 2009
81609,847911000001106,74263020,51,Galake 10mg/500mg tablets (Galen Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,September 2020
34209,17145001000027106,50186020,36,Paracetamol 500mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Paracetamol,500mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
691,4205711000001107,53956020,810,Roaccutane 5mg capsules (Roche Products Ltd),Isotretinoin,5mg,Capsule,Oral,13060203,Oral Retinoids For Acne,February 2009
48100,17875711000001104,77573020,1,Tetracycline 250mg tablets (Teva UK Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,December 2012
49737,2854311000001104,05782020,0,Doxycycline 100mg capsules (Alliance Healthcare (Distribution) Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,January 2013
7233,41796311000001104,86624020,9,Zidovudine 300mg / Lamivudine 150mg tablets,Zidovudine/Lamivudine,300mg + 150mg,Tablet,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,February 2009
69043,30045311000001108,53442021,0,Co-proxamol 32.5mg/325mg tablets (DE Pharmaceuticals),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,March 2017
2922,143445001000027100,66966020,146,Tetracycline 250mg with nystatin 250000units tablets,Nystatin/Tetracycline Hydrochloride,"250mg + 250,000 units",Tablets,Oral,05010300/05020000,Tetracyclines/Antifungals,February 2009
17703,3347011000001101,71404020,6303,Oxytetramix 250 tablets (Ashbourne Pharmaceuticals Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
58501,23260511000001108,17422021,443,Co-codamol 30mg/500mg caplets (AM Distributions (Yorkshire) Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,January 2014
41142,257235001000027100,96832020,50,Sudafed non-drowsy sinus & pain Capsule (McNeil Products Ltd),Caffeine/Paracetamol/Phenylephrine Hydrochloride,,Capsule,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,February 2010
39452,251965001000027100,95193020,12,Sodium valproate with valproic acid 500mg modified release granules,Sodium Valproate,500mg,Modified Release Granules,Oral,04080100,Control Of Epilepsy,April 2009
63543,24650811000001104,26747021,25,Paracetamol 500mg tablets (Sigma Pharmaceuticals Plc),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,July 2015
75237,21759811000001104,47089020,0,Amiodarone 200mg tablets (Waymade Healthcare Plc),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2019
75966,36752911000001104,85472021,733,Paracetamol 1g effervescent tablets sugar free,Paracetamol,1gram,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,April 2019
20116,4162111000001102,81241020,221,Paradote 100mg/500mg tablets (Sinclair IS Pharma Plc),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
33687,759411000001106,60443020,21,Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Paracetamol,50mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
34120,462911000001106,52411020,2294,Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),Sodium valproate,200mg,Gastro-resistant tablet,Oral,04080100,Control Of Epilepsy,February 2009
41275,139315001000027100,66420020,1,Co-codamol 8mg+500mg Tablet (Nucare Plc),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2010
30966,25125001000027108,51145020,3940,Co-proxamol 32.5/325 Tablet (Dista Products Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
81415,38555211000001104,92799021,3430,Co-codamol 8mg/500mg effervescent tablets sugar free,Paracetamol/Codeine phosphate,500mg + 8mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,August 2020
58988,17894811000001104,05787020,2,Doxycycline 100mg capsules (Phoenix Healthcare Distribution Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,March 2014
68738,32337911000001108,62275021,6,Junior Parapaed 120mg/5ml oral suspension sugar free colour free (Pinewood Healthcare),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2017
54608,8274911000001101,18933020,1,Amiodarone 20mg/5ml oral suspension,Amiodarone hydrochloride,4mg/1ml,Oral suspension,Oral,02030201,Supraventricular & Ventricular Arrhythmias,April 2013
81372,37860011000001104,90497021,1,Lymecycline 408mg capsules (Somex Pharma),Lymecycline,408mg,Capsule,Oral,05010300,Tetracyclines,August 2020
34349,331211000001106,57798020,3918,Co-proxamol 32.5mg/325mg tablets (IVAX Pharmaceuticals UK Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
767,247311000001103,73729020,116002,Solpadol 30mg/500mg capsules (Sanofi Consumer Healthcare),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
61507,3543011000001109,12927020,39,Generic Forceval capsules,Zinc/Ascorbic acid/Biotin/Cyanocobalamin/Folic acid/Nicotinamide/Pantothenic acid/Pyridoxine/Riboflavin/Calcium/Chromium/Copper/Iodine/Iron/Ergocalciferol/Tocopheryl acetate/Selenium/Vitamin A/Thiamine/Magnesium/Manganese/Molybdenum/Potassium/Phosphorus,15mg + 60mg + 100microgram + 3microgram + 400microgram + 18mg + 4mg + 2mg + 1.6mg + 100mg + 200microgram + 2mg + 140microgram + 12mg + 400unit + 10mg + 50microgram + 2500unit + 1.2mg + 30mg + 3mg + 250microgram + 4mg + 77mg,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,October 2014
38507,13665411000001100,95360020,8568,Epilim Chronosphere MR 100mg granules sachets (Sanofi),Sodium valproate,100mg,Modified-release granules,Oral,04080100,Control Of Epilepsy,February 2009
85170,13800111000001108,04280020,1,Sootheze Six Plus 250mg/5ml oral suspension (Aspar Pharmaceuticals Ltd),Paracetamol,50mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,December 2021
58076,357111000001108,05774020,0,Tetracycline 250mg tablets (Kent Pharma (UK) Ltd),Tetracycline hydrochloride,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,December 2013
40158,62885001000027104,55868020,43,Paracetamol 500mg Capsule (A A H Pharmaceuticals Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,August 2009
35965,9529311000001108,89662020,5,Medocodene 30mg/500mg effervescent tablets (Viatris UK Healthcare Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
22150,92785001000027100,59801020,9,Methyltestosterone 10mg Tablet,Methyltestosterone,10mg,Tablet,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
32626,348468004,73383020,1,Paracetamol 150mg / Sodium salicylate 100mg tablets,Paracetamol/Sodium salicylate,150mg + 100mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
48166,10814111000001104,86097020,2,Paracetamol 500mg / Phenylephrine 12.18mg capsules,Phenylephrine hydrochloride/Paracetamol,12.18mg + 500mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,December 2012
55519,21933411000001100,47433020,0,Doxycycline 100mg capsules (Sovereign Medical Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,June 2013
69432,22234211000001104,14805021,0,Pyrazinamide 500mg tablets (A A H Pharmaceuticals Ltd),Pyrazinamide,500mg,Tablet,Oral,05010900,Antituberculosis Drugs,May 2017
37704,19055001000027108,50417020,23,"Minihep 25,000iu/ml Subcutaneous preparation (LEO Pharma)",Heparin Sodium,"25,000iu/ml",Subcutaneous Preparation,,02080100,Parenteral Anticoagulants,February 2009
57,42010111000001104,60972020,3715013,Co-codamol 8mg/500mg effervescent tablets,Codeine phosphate/Paracetamol,8mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
1609,39720311000001104,65975020,2065306,Paracetamol 500mg soluble tablets,Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
67207,22673711000001104,16766021,0,Mercaptopurine 50mg tablets (Alliance Healthcare (Distribution) Ltd),Mercaptopurine,50mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,August 2016
39481,14972511000001100,96123020,259,Panadol Advance 500mg tablets (Haleon UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,April 2009
85888,38999111000001104,95267021,10,Dyzantil 500mg modified-release tablets (Aspire Pharma Ltd),Sodium valproate,500mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,March 2022
57097,8825111000001108,04335020,0,Co-codamol 30mg/500mg capsules (Alliance Healthcare (Distribution) Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,September 2013
62323,27848011000001108,31342021,142,Calpol Infant Sugar Free Colour Free 120mg/5ml oral suspension (McNeil Products Ltd),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2015
50962,10193511000001104,28093020,2,Thalidomide 50mg tablets,Thalidomide,50mg,Tablet,Oral,05011000/08020405,Antileprotic Drugs/Lenalidomide And Thalidomide,January 2013
65683,13624711000001100,04268020,1,Paracetamol 120mg/5ml oral suspension paediatric sugar free (Pinewood Healthcare),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,March 2016
9742,49415001000027104,54212020,451,Solpadeine Soluble tablet (GlaxoSmithKline Consumer Healthcare),Caffeine/Codeine Phosphate/Paracetamol,,Soluble Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34011,143385001000027100,66960020,741,Tetracycline 250mg capsules,Tetracycline Hydrochloride,250mg,Capsules,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
50504,9245311000001102,04244020,67,Numark Paracetamol 500mg capsules (Numark Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
39340,11579211000001108,74574020,12035,Co-codamol 8mg/500mg caplets (Vantage),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,April 2009
23108,186635001000027100,73386020,2,Day nurse with phenylpropanolamine and dextromethorphan Capsule (GlaxoSmithKline Consumer Healthcare),Dextromethorphan Hydrobromide/Paracetamol/Phenylpropanolamine Hydrochloride,,Capsule,Oral,03090200/04070100,Demulcent And Expectorant Cough Preparations/Non-Opioid And Compound Analgesics,February 2009
67772,13758311000001100,70675020,0,Minocycline 100mg tablets (Tillomed Laboratories Ltd),Minocycline hydrochloride,100mg,Tablet,Oral,05010300/05011000/13060201,Tetracyclines/Antileprotic Drugs/Oral Antibacterials For Acne,October 2016
41605,89695001000027100,59382020,6,Doxycycline 100mg Capsule (Sandoz Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,March 2010
34022,769511000001101,55237020,3865,Co-proxamol 32.5mg/325mg tablets (Teva UK Ltd),Dextropropoxyphene hydrochloride/Paracetamol,32.5mg + 325mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
21113,18525001000027108,50342020,283,Dihydrocodeine with paracetamol forte 30mg with 500mg effervescent tablets,Dihydrocodeine Tartrate/Paracetamol,30mg + 500mg,Forte Effervescent Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34141,3346311000001101,54192020,2274,Oxytetracycline 250mg tablets (Teva UK Ltd),Oxytetracycline dihydrate,250mg,Tablet,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
24656,92795001000027100,59802020,18,Methyltestosterone 25mg Tablet,Methyltestosterone,25mg,Tablet,Oral,06040200,Male Sex Hormones And Antagonists,February 2009
65856,4349711000001105,13990020,4,Generic Minadex tonic,Vitamin A/Manganese sulfate/Colecalciferol/Copper sulfate/Calcium glycerophosphate/Potassium glycerophosphate/Iron,130unit/1ml + 76microgram/1ml + 13unit/1ml + 100microgram/1ml + 2.25mg/1ml + 225microgram/1ml + 2.4mg/1ml,Oral emulsion,Oral,09040251,Nutritional Supplements,April 2016
36769,41783811000001104,86390020,10,Bexarotene 75mg capsules,Bexarotene,75mg,Capsule,Oral,08010500,Other Antineoplastic Drugs,February 2009
41530,408711000001108,56023020,209,Amiodarone 200mg tablets (IVAX Pharmaceuticals UK Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2010
16000,86425001000027100,58907020,2170,Centrum select 50+ Tablet (Wyeth Consumer Healthcare),Biotin/Sodium Molybdate/Ascorbic Acid/Calcium Pantothenate/Copper Sulphate/Folic Acid/Ferrous Fumarate/Magnesium Oxide/Manganese Sulphate/Nicotinamide/Potassium Chloride/Potassium Iodide/Riboflavin/Pyridoxine/Alpha Tocopherol/Vitamin A/Vitamin,,Tablet,Oral,09060750,-,February 2009
79194,24381411000001108,23753021,0,Methotrexate 10mg tablets (DE Pharmaceuticals),Methotrexate,10mg,Tablet,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,December 2019
58526,23261311000001108,17421021,824,Paracetamol 500mg caplets (AM Distributions (Yorkshire) Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2014
78919,35689011000001100,81746021,1,Co-codamol 8mg/500mg tablets (Accord-UK Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,December 2019
39739,254845001000027100,95954020,21,Sudafed non-drowsy congestion & headache Capsule (McNeil Products Ltd),Caffeine/Paracetamol/Phenylephrine Hydrochloride,,Capsule,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,June 2009
25514,216185001000027100,81311020,19,Paracetamol 500mg with codeine phosphate 10mg tablet,Codeine Phosphate/Paracetamol,500mg + 10mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
26389,41772811000001104,78554020,658,Voriconazole 50mg tablets,Voriconazole,50mg,Tablet,Oral,05020100,Triazole Antifungals,February 2009
