prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,steroid_code,steroid_code2,aap_code
84253,28623711000001100,44272021,0,Aripiprazole 5mg tablets (Teva UK Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2021,0,0,1
35589,11140911000001100,92721020,3162,Risperidone 4mg orodispersible tablets sugar free,Risperidone,4mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
38080,10667211000001108,91149020,596,Abilify 1mg/ml oral solution (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
82946,35135211000001100,79512021,1,Aripiprazole 5mg tablets (Milpharm Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2021,0,0,1
5219,321591001,53729020,249974,Risperidone 3mg tablets,Risperidone,3mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
6850,376807001,59434020,264517,Olanzapine 15mg tablets,Olanzapine,15mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
40779,14018611000001104,97203020,1514,Quetiapine 100mg/5ml oral solution,Quetiapine fumarate,20mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2009,0,0,1
82434,20894411000001104,42172020,0,Risperidone 3mg tablets (Sandoz Ltd),Risperidone,3mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
81871,37697911000001110,89974021,2,Clozapine 25mg orodispersible tablets sugar free,Clozapine,25mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2020,0,0,1
82074,33569711000001104,70921021,259,Brancico XL 150mg tablets (Zentiva Pharma UK Ltd),Quetiapine fumarate,150mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2020,0,0,1
62463,26654711000001104,31247021,258,Latuda 37mg tablets (CNX Therapeutics Ltd),Lurasidone hydrochloride,37mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2015,0,0,1
80449,19186611000001108,03631020,0,Amisulpride 50mg tablets (Milpharm Ltd),Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2020,0,0,1
68346,19588711000001108,09809020,5,Zalasta 20mg tablets (Krka UK Ltd),Olanzapine,20mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,December 2016,0,0,1
56577,3434911000001100,38868020,386,Olanzapine 15mg oral lyophilisates sugar free,Olanzapine,15mg,Oral lyophilisate,Oral,00000000,Unknown,August 2013,0,0,1
63351,28401011000001108,44295021,12657,Biquelle XL 200mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2015,0,0,1
87756,37688211000001104,89971021,2,Zaponex 100mg orodispersible tablets (Leyden Delta B.V.),Clozapine,100mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2023,0,0,1
70542,19682711000001104,38400020,4,Olanzapine 5mg orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd),Olanzapine,5mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,October 2017,0,0,1
38913,14026511000001104,95787020,9471,Seroquel XL 50mg tablets (Luye Pharma Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
52001,19543711000001108,03580020,0,Olanzapine 2.5mg tablets (Aspire Pharma Ltd),Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,January 2013,0,0,1
79436,19559811000001100,78193020,2,Olanzapine 20mg tablets (Actavis UK Ltd),Olanzapine,20mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,December 2019,0,0,1
14767,4167011000001101,82616020,18775,Risperdal Consta 50mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperidone,50mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
29540,374054003,92053020,278859,Olanzapine 20mg tablets,Olanzapine,20mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
69544,27842211000001100,40470021,141,Atrolak XL 50mg tablets (Accord-UK Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2017,0,0,1
74902,19610411000001104,38394020,14,Zalasta 20mg orodispersible tablets (Krka UK Ltd),Olanzapine,20mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2019,0,0,1
65493,14770711000001104,75993020,0,Risperidone 1mg tablets (Wockhardt UK Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2016,0,0,1
54346,12885511000001100,74841020,0,Risperidone 1mg tablets (Teva UK Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2013,0,0,1
38375,13456411000001100,94971020,34,Aripiprazole 9.75mg/1.3ml solution for injection vials,Aripiprazole,7.5mg/1ml,Solution for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
73656,18508111000001108,78598020,0,Risperidone 2mg tablets (Almus Pharmaceuticals Ltd),Risperidone,2mg,Tablet,Oral,00000000,Unknown,November 2018,0,0,1
57613,17594611000001104,35377020,1,Seroquel XL 50mg tablets (Sigma Pharmaceuticals Plc),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,October 2013,0,0,1
63133,28400411000001108,44745021,7404,Biquelle XL 150mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,150mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2015,0,0,1
76428,18507811000001100,78593020,0,Risperidone 1mg tablets (Almus Pharmaceuticals Ltd),Risperidone,1mg,Tablet,Oral,00000000,Unknown,May 2019,0,0,1
58425,18612411000001108,35378020,4,Seroquel XL 50mg tablets (DE Pharmaceuticals),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2013,0,0,1
24358,7637111000001104,87950020,7750,Abilify 10mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,10mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
81345,19838811000001108,38966020,0,Olanzapine 5mg tablets (Viatris UK Healthcare Ltd),Olanzapine,5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,July 2020,0,0,1
77644,32879011000001100,69850021,49,Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes,Paliperidone palmitate,200mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,August 2019,0,0,1
23162,4732011000001101,82837020,23,Serdolect 16mg tablets (Imported (Denmark)),Sertindole,16mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
70122,32868411000001108,69855021,115,Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd),Paliperidone palmitate,200mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,September 2017,0,0,1
85915,39156911000001110,96924021,0,Quetiapine 25mg tablets (Aristo Pharma Ltd),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2022,0,0,1
81975,37331611000001104,87728021,0,Risperidone 500microgram tablets (Relonchem Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,October 2020,0,0,1
69787,21249511000001100,44454020,1,Tenprolide XL 300mg tablets (Actavis UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2017,0,0,1
80487,30777011000001100,57448021,0,Aripiprazole 5mg tablets (Sandoz Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2020,0,0,1
46436,19210011000001104,99851020,428,Xeplion 75mg/0.75ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd),Paliperidone palmitate,100mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,November 2011,0,0,1
82582,5409111000001104,03604020,23,Seroquel 100mg tablets (Waymade Healthcare Plc),Quetiapine fumarate,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
83460,18508311000001104,78601020,0,Risperidone 3mg tablets (Almus Pharmaceuticals Ltd),Risperidone,3mg,Tablet,Oral,00000000,Unknown,April 2021,0,0,1
26544,2841911000001104,80154020,310,Solian 100 tablets (Sanofi),Amisulpride,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
71734,17039011000001100,98335020,9,Zypadhera 405mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd),Olanzapine embonate monohydrate,405mg,Powder and solvent for suspension for injection,Intramuscular,04020102/04020200,Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections,April 2018,0,0,1
56193,321622008,38833020,1349,Olanzapine 5mg oral lyophilisates sugar free,Olanzapine,5mg,Oral lyophilisate,Oral,00000000,Unknown,August 2013,0,0,1
61747,25804911000001104,27359021,2766,Ebesque XL 300mg tablets (Ethypharm UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2014,0,0,1
84005,35178911000001100,79766021,1,Quetiapine 100mg tablets (Milpharm Ltd),Quetiapine fumarate,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2021,0,0,1
63087,28400611000001104,44293021,14938,Biquelle XL 300mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2015,0,0,1
86782,36459811000001104,83262021,2,Olanzapine 5mg/5ml oral suspension,Olanzapine,1mg/1ml,Oral suspension,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,September 2022,0,0,1
21964,776911000001109,83398020,803,Zyprexa 7.5mg tablets (Eli Lilly and Company Ltd),Olanzapine,7.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
78913,37249011000001104,88563021,1184,Aripiprazole 1mg/ml oral solution sugar free,Aripiprazole,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2019,0,0,1
63155,19558411000001104,78184020,46,Olanzapine 7.5mg tablets (Actavis UK Ltd),Olanzapine,7.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,May 2015,0,0,1
17050,4748411000001108,82831020,97,Sertindole 20mg tablets,Sertindole,20mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
61746,25806011000001104,27361021,1816,Ebesque XL 400mg tablets (Ethypharm UK Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2014,0,0,1
67334,16202711000001108,35374020,26,Seroquel XL 50mg tablets (Waymade Healthcare Plc),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2016,0,0,1
19976,511111000001106,58203020,684,Zyprexa 15mg tablets (Eli Lilly and Company Ltd),Olanzapine,15mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
8047,321574000,72581020,19721,Clozapine 100mg tablets,Clozapine,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
18132,9037911000001102,88668020,5614,Abilify 5mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
47083,19626911000001108,00731021,2223,Olanzapine 20mg orodispersible tablets,Olanzapine,20mg,Orodispersible tablet,Oral,00000000,Unknown,May 2012,0,0,1
64957,30172711000001108,53389021,94,Risperidone 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2015,0,0,1
38937,14026011000001102,95791020,14039,Seroquel XL 300mg tablets (Luye Pharma Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
46889,8277211000001103,00411021,282,Amisulpride 25mg/5ml oral solution,Amisulpride,5mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2012,0,0,1
55661,13118411000001106,03430020,0,Risperidone 1mg tablets (Kent Pharma (UK) Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2013,0,0,1
19900,4748311000001101,82829020,103,Sertindole 16mg tablets,Sertindole,16mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
57217,14401311000001106,75903020,0,Risperidone 1mg tablets (Viatris UK Healthcare Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2013,0,0,1
69635,28995811000001100,48126021,465,Mintreleq XL 400mg tablets (Aristo Pharma Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2017,0,0,1
56647,20438511000001104,41448020,0,Quetiapine 300mg tablets (Arrow Generics Ltd),Quetiapine fumarate,300mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2013,0,0,1
82409,20891211000001104,42171020,0,Risperidone 2mg tablets (Sandoz Ltd),Risperidone,2mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
64484,22635511000001100,17111021,83,Quetiapine 200mg/5ml oral suspension,Quetiapine fumarate,40mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,October 2015,0,0,1
37606,10664611000001100,91145020,110,Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,10mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
47152,19626811000001104,00725021,913,Olanzapine 15mg orodispersible tablets,Olanzapine,15mg,Orodispersible tablet,Oral,00000000,Unknown,May 2012,0,0,1
83661,38913211000001104,95991021,139,Risperidone 250microgram tablets (Zentiva Pharma UK Ltd),Risperidone,250microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2021,0,0,1
3281,321612002,83403020,1161814,Olanzapine 5mg tablets,Olanzapine,5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
16006,4039711000001108,77501020,3347,Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,2mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
61075,23636811000001104,21594021,599,Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,400mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,September 2014,0,0,1
71670,19564211000001104,03548020,1,Olanzapine 5mg tablets (Alliance Healthcare (Distribution) Ltd),Olanzapine,5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2018,0,0,1
7382,9045911000001108,88875020,23316,Risperidone 500microgram orodispersible tablets sugar free,Risperidone,500microgram,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
16434,4559111000001109,86494020,7115,Risperidone 25mg powder and solvent for suspension for injection vials,Risperidone,25mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
21709,4989111000001106,87047020,3466,Seroquel 300mg tablets (Luye Pharma Ltd),Quetiapine fumarate,300mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
9794,321626006,85206020,555363,Quetiapine 200mg tablets,Quetiapine fumarate,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
65321,12885311000001106,74836020,2,Risperidone 500microgram tablets (Teva UK Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2016,0,0,1
56072,19626911000001108,38418020,10481,Olanzapine 20mg orodispersible tablets,Olanzapine,20mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,August 2013,0,0,1
4820,589911000001105,49437020,44319,Risperdal 1mg tablets (Janssen-Cilag Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
87034,35135611000001104,79515021,14,Aripiprazole 15mg tablets (Milpharm Ltd),Aripiprazole,15mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2022,0,0,1
9340,518911000001100,49439020,10528,Risperdal 3mg tablets (Janssen-Cilag Ltd),Risperidone,3mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
87757,37688811000001104,89960021,2,Zaponex 200mg orodispersible tablets (Leyden Delta B.V.),Clozapine,200mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2023,0,0,1
25336,321643009,50781020,682,Zotepine 50mg tablets,Zotepine,50mg,Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
85686,20161711000001108,40536020,17,Quetiapine 200mg tablets (Teva UK Ltd),Quetiapine fumarate,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2022,0,0,1
17504,321642004,50780020,809,Zotepine 25mg tablets,Zotepine,25mg,Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
52076,13466111000001104,35008020,32,Amisulpride 12.5mg/5ml oral solution,Amisulpride,2.5mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2013,0,0,1
77885,36905111000001104,86801021,8,Olanzapine 7.5mg orodispersible tablets sugar free,Olanzapine,7.5mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,August 2019,0,0,1
80863,13012011000001104,33606020,1,Quetiapine 150mg/5ml oral solution,Quetiapine fumarate,30mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2020,0,0,1
59548,13126011000001106,03450020,1,Risperidone 2mg tablets (Alliance Healthcare (Distribution) Ltd),Risperidone,2mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2014,0,0,1
37501,11763411000001100,93743020,935,Paliperidone 9mg modified-release tablets,Paliperidone,9mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
87450,39085011000001104,95992021,7,Risperidone 250microgram tablets (A A H Pharmaceuticals Ltd),Risperidone,250microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2023,0,0,1
65472,13656811000001100,75389020,1,Risperidone 3mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd),Risperidone,3mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2016,0,0,1
11799,153111000001109,73800020,1735,Risperdal 6mg tablets (Janssen-Cilag Ltd),Risperidone,6mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
72822,10476311000001104,10466020,0,Abilify 5mg tablets (Waymade Healthcare Plc),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2018,0,0,1
72543,18466711000001100,03462020,0,Risperidone 2mg tablets (Accord-UK Ltd),Risperidone,2mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2018,0,0,1
83575,27483311000001104,31336021,4,Quetiapine 100mg tablets (Lupin Healthcare (UK) Ltd),Quetiapine fumarate,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2021,0,0,1
60842,20360711000001104,40535020,0,Quetiapine 100mg tablets (Alliance Healthcare (Distribution) Ltd),Quetiapine fumarate,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2014,0,0,1
71594,32391411000001104,65944021,1,Aripiprazole 7.5mg/ml oral solution,Aripiprazole,7.5mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2018,0,0,1
63833,19920211000001104,39305020,0,Olanzapine 2.5mg tablets (Zentiva Pharma UK Ltd),Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,July 2015,0,0,1
30487,7972911000001104,88167020,287,Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd),Clozapine,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
70312,20366211000001100,41366020,1,Quetiapine 200mg tablets (A A H Pharmaceuticals Ltd),Quetiapine fumarate,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2017,0,0,1
79430,14129411000001108,76793020,0,Risperidone 500microgram orodispersible tablets sugar free (Krka UK Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2019,0,0,1
6109,254011000001107,86001020,268,Solian 400 tablets (Sanofi),Amisulpride,400mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
85703,20966511000001104,42246020,0,Amisulpride 100mg/ml oral solution sugar free (Advanz Pharma),Amisulpride,100mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2022,0,0,1
56143,19626811000001104,38416020,5892,Olanzapine 15mg orodispersible tablets,Olanzapine,15mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,August 2013,0,0,1
57114,16252911000001104,10470020,1,Abilify 5mg tablets (Mawdsley-Brooks & Company Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2013,0,0,1
35141,11140811000001104,92717020,3946,Risperidone 3mg orodispersible tablets sugar free,Risperidone,3mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
76560,16235011000001108,03458020,0,Risperdal 2mg tablets (Lexon (UK) Ltd),Risperidone,2mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2019,0,0,1
6524,400645002,80139020,158899,Amisulpride 100mg tablets,Amisulpride,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
46351,19223611000001104,99847020,6096,Paliperidone 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes,Paliperidone palmitate,100mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,October 2011,0,0,1
5283,321624009,85203020,2384797,Quetiapine 25mg tablets,Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
63511,12873211000001104,74789020,0,Risperidone 1mg tablets (Actavis UK Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2015,0,0,1
6373,4054011000001109,79476020,15322,Risperidone 1mg orodispersible tablets sugar free,Risperidone,1mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
80862,13844611000001104,35198020,2,Quetiapine 75mg/5ml oral suspension,Quetiapine fumarate,15mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2020,0,0,1
21199,7974011000001109,88169020,1017,Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd),Clozapine,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
69637,28995111000001108,48125021,214,Mintreleq XL 200mg tablets (Aristo Pharma Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2017,0,0,1
59215,21706311000001104,46791020,0,Quetiapine 150mg tablets (Ranbaxy (UK) Ltd),Quetiapine fumarate,150mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2014,0,0,1
74591,27842611000001104,31404021,96,Atrolak XL 300mg tablets (Accord-UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2019,0,0,1
14717,91711000001108,78912020,3278,Zyprexa 5mg Velotabs (Eli Lilly and Company Ltd),Olanzapine,5mg,Oral lyophilisate,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
75605,15377111000001108,76530020,0,Amisulpride 200mg tablets (Teva UK Ltd),Amisulpride,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2019,0,0,1
46224,19223711000001100,99841020,1402,Paliperidone 50mg/0.5ml prolonged-release suspension for injection pre-filled syringes,Paliperidone palmitate,100mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,October 2011,0,0,1
51240,16101811000001106,36905020,11,Risperidone 125micrograms/5ml oral solution,Risperidone,25microgram/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2013,0,0,1
69511,19561511000001104,78307020,6,Olanzapine 10mg tablets (Teva UK Ltd),Olanzapine,10mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,May 2017,0,0,1
70992,21706111000001104,46789020,0,Quetiapine 100mg tablets (Ranbaxy (UK) Ltd),Quetiapine fumarate,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2017,0,0,1
47498,386213008,00733021,210,Olanzapine 20mg oral lyophilisates sugar free,Olanzapine,20mg,Oral lyophilisate,Oral,00000000,Unknown,July 2012,0,0,1
57160,321622008,38397020,2040,Olanzapine 5mg oral lyophilisates sugar free,Olanzapine,5mg,Oral lyophilisate,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,September 2013,0,0,1
62943,28400811000001104,44298021,11094,Biquelle XL 400mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2015,0,0,1
87124,19716711000001104,38783020,8,Olanzapine 5mg orodispersible tablets sugar free (Dr Reddy's Laboratories (UK) Ltd),Olanzapine,5mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,November 2022,0,0,1
16575,417374006,91143020,19938,Aripiprazole 1mg/ml oral solution,Aripiprazole,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
66479,31087211000001108,60889021,4473,Aripiprazole 400mg powder and solvent for suspension for injection pre-filled syringes,Aripiprazole,400mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,June 2016,0,0,1
