prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,steroid_code,steroid_code2,aap_code
38840,426954000,94793020,105848,Quetiapine 400mg modified-release tablets,Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
86747,15159911000001108,76395020,8,Risperidone 500microgram orodispersible tablets sugar free (Viatris UK Healthcare Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2022,0,0,1
87975,13153411000001106,75043020,1,Risperidone 1mg/ml oral solution sugar free (Teva UK Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2023,0,0,1
14859,596211000001109,85212020,25911,Seroquel 25mg tablets (Luye Pharma Ltd),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
83700,13375911000001108,74962020,15,Risperidone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2021,0,0,1
6838,305345001000027140,55972020,16492,Olanzapine 15mg Orodispersible tablet,Olanzapine,15mg,Orodispersible Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
61575,25803211000001100,29521021,2499,Ebesque XL 50mg tablets (Ethypharm UK Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2014,0,0,1
6023,305455001000027140,81016020,72730,Olanzapine 10mg Orodispersible tablet,Olanzapine,10mg,Orodispersible Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
302,321597002,49490020,115764,Risperidone 1mg/ml oral solution sugar free,Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
62916,14720711000001100,75972020,1,Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2015,0,0,1
6412,305445001000027100,81015020,58051,Olanzapine 5mg Orodispersible tablet,Olanzapine,5mg,Orodispersible Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
1321,321590000,53728020,607470,Risperidone 2mg tablets,Risperidone,2mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
84774,35181011000001100,79756021,1,Risperidone 1mg tablets (Milpharm Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,October 2021,0,0,1
74834,19607011000001104,78199020,94,Olanzapine 10mg orodispersible tablets sugar free (Accord-UK Ltd),Olanzapine,10mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2019,0,0,1
65707,19607611000001104,78205020,3,Olanzapine 20mg orodispersible tablets sugar free (Accord-UK Ltd),Olanzapine,20mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,March 2016,0,0,1
64493,13120811000001102,74932020,9,Risperidone 1mg tablets (A A H Pharmaceuticals Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,October 2015,0,0,1
81870,37697511000001104,89970021,0,Clozapine 100mg orodispersible tablets sugar free,Clozapine,100mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2020,0,0,1
81649,38696711000001104,93888021,12849,Risperidone 250microgram tablets,Risperidone,250microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2020,0,0,1
82922,17924911000001108,03441020,0,Risperidone 1mg tablets (Phoenix Healthcare Distribution Ltd),Risperidone,1mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
70684,33261411000001104,70559021,2,Quetiapine 20mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Quetiapine fumarate,20mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2017,0,0,1
72577,19564411000001108,03559020,1,Olanzapine 7.5mg tablets (Alliance Healthcare (Distribution) Ltd),Olanzapine,7.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,July 2018,0,0,1
55268,17038411000001100,98333020,13,Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd),Olanzapine embonate monohydrate,300mg,Powder and solvent for suspension for injection,Intramuscular,04020102/04020200,Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections,May 2013,0,0,1
57034,20356211000001104,40630020,3099,Sondate XL 200mg tablets (Teva UK Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2013,0,0,1
53848,19608211000001108,00589021,1,Zalasta 5mg orodispersible tablets (Krka UK Ltd),Olanzapine,5mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2013,0,0,1
34927,7836011000001108,68224020,34,Amisulpride 200mg tablets (Zentiva Pharma UK Ltd),Amisulpride,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
58822,18508511000001104,03501020,0,Risperidone 4mg tablets (Almus Pharmaceuticals Ltd),Risperidone,4mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2014,0,0,1
63615,19591711000001104,03584020,7,Olanzapine 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd),Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,July 2015,0,0,1
80978,34497911000001100,76956021,0,Aripiprazole 10mg tablets (HBS Healthcare Ltd),Aripiprazole,10mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2020,0,0,1
88433,13480311000001102,13656020,0,Risperidone 2mg orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd),Risperidone,2mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2023,0,0,1
78449,20890811000001104,42174020,4,Risperidone 1mg/ml oral solution sugar free (Sandoz Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2019,0,0,1
16908,4520711000001102,78753020,13402,Risperdal Consta 25mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperidone,25mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
1249,321614001,83405020,1418846,Olanzapine 10mg tablets,Olanzapine,10mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
2656,321618003,81014020,716018,Olanzapine 2.5mg tablets,Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
52940,20356011000001100,41200020,6763,Sondate XL 50mg tablets (Teva UK Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2013,0,0,1
82412,20313611000001108,40526020,0,Olanzapine 5mg tablets (Sandoz Ltd),Olanzapine,5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,January 2021,0,0,1
14789,4166711000001102,77550020,13509,Risperdal Consta 37.5mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),Risperidone,37.5mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
47063,19609111000001108,00715021,9146,Olanzapine 10mg orodispersible tablets sugar free,Olanzapine,10mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,April 2012,0,0,1
63925,28994711000001108,48501021,380,Mintreleq XL 50mg tablets (Aristo Pharma Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2015,0,0,1
6864,476411000001108,85215020,8773,Seroquel 200mg tablets (Luye Pharma Ltd),Quetiapine fumarate,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
78227,28488711000001104,44271021,0,Aripiprazole 5mg tablets (A A H Pharmaceuticals Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2019,0,0,1
68152,31078011000001108,60890021,1147,Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,400mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,November 2016,0,0,1
14858,7637411000001109,87952020,5168,Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,15mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
40587,15506211000001108,97149020,693,Clozapine 200mg tablets,Clozapine,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,October 2009,0,0,1
80892,28488911000001104,44273021,0,Aripiprazole 10mg tablets (A A H Pharmaceuticals Ltd),Aripiprazole,10mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2020,0,0,1
46969,8923211000001105,69302020,17,Amisulpride 200mg tablets (A A H Pharmaceuticals Ltd),Amisulpride,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2012,0,0,1
45953,5694111000001100,87558020,0,Zyprexa 10mg powder for solution for injection vials (Parapharm Development Ltd),Olanzapine,10mg,Powder for solution for injection,Intramuscular,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,August 2011,0,0,1
67717,26654411000001100,31245021,131,Latuda 18.5mg tablets (CNX Therapeutics Ltd),Lurasidone hydrochloride,18.5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,September 2016,0,0,1
43914,17037611000001102,98278020,3,Olanzapine embonate 210mg powder and solvent for suspension for injection vials,Olanzapine embonate monohydrate,210mg,Powder and solvent for suspension for injection,Intramuscular,04020102/04020200,Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections,November 2010,0,0,1
6482,35901111000001104,81945020,20047,Amisulpride 100mg/ml oral solution sugar free,Amisulpride,100mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
45444,15506011000001104,97155020,2,Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd),Clozapine,50mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2011,0,0,1
5071,321638002,85993020,281086,Amisulpride 200mg tablets,Amisulpride,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
78283,19607311000001100,78202020,32,Olanzapine 15mg orodispersible tablets sugar free (Accord-UK Ltd),Olanzapine,15mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,November 2019,0,0,1
70640,32655611000001104,68929021,1,Olanzapine 12.5mg/5ml oral suspension,Olanzapine,2.5mg/1ml,Oral suspension,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,November 2017,0,0,1
63359,28412111000001100,44294021,23500,Zaluron XL 300mg tablets (Fontus Health Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2015,0,0,1
68375,20160911000001104,40530020,23,Quetiapine 25mg tablets (Teva UK Ltd),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2016,0,0,1
47093,19609411000001104,00729021,4317,Olanzapine 20mg orodispersible tablets sugar free,Olanzapine,20mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,May 2012,0,0,1
30088,3904811000001101,55209020,81,Zoleptil 25 tablets (Movianto UK Ltd),Zotepine,25mg,Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
73742,21249311000001104,44455020,0,Tenprolide XL 200mg tablets (Actavis UK Ltd),Quetiapine fumarate,200mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2018,0,0,1
62387,26655411000001104,31246021,8322,Lurasidone 37mg tablets,Lurasidone hydrochloride,37mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2015,0,0,1
35548,11134611000001104,92723020,556,Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,3mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
47055,19627011000001108,00711021,3110,Olanzapine 5mg orodispersible tablets,Olanzapine,5mg,Orodispersible tablet,Oral,00000000,Unknown,April 2012,0,0,1
80182,19573611000001104,03582020,0,Olanzapine 2.5mg tablets (A A H Pharmaceuticals Ltd),Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,March 2020,0,0,1
71389,4732311000001103,82839020,5,Serdolect 20mg tablets (Imported (Denmark)),Sertindole,20mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2018,0,0,1
71478,19563711000001100,03581020,1,Olanzapine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd),Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,January 2018,0,0,1
41070,15498911000001104,97147020,55,Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd),Clozapine,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2010,0,0,1
82446,20279911000001100,40621020,0,Amisulpride 100mg tablets (Sandoz Ltd),Amisulpride,100mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
86348,15239911000001106,03510020,0,Risperidone 1mg/ml oral solution sugar free (Healthcare Pharma Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2022,0,0,1
31576,3933811000001105,79348020,290,Solian 100mg/ml oral solution (Sanofi),Amisulpride,100mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
63818,28994911000001104,48516021,247,Mintreleq XL 150mg tablets (Aristo Pharma Ltd),Quetiapine fumarate,150mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2015,0,0,1
47162,19208911000001100,99849020,66,Xeplion 50mg/0.5ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd),Paliperidone palmitate,100mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,May 2012,0,0,1
59143,19560911000001104,78298020,0,Olanzapine 2.5mg tablets (Teva UK Ltd),Olanzapine,2.5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,March 2014,0,0,1
62202,8922811000001103,69295020,0,Amisulpride 50mg tablets (A A H Pharmaceuticals Ltd),Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2015,0,0,1
11938,8277311000001106,89950020,5062,Amisulpride 25mg/5ml oral suspension,Amisulpride,5mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
58067,13011911000001104,33604020,8,Quetiapine 125mg/5ml oral suspension,Quetiapine fumarate,25mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2013,0,0,1
87431,35135411000001104,79514021,1,Aripiprazole 10mg tablets (Milpharm Ltd),Aripiprazole,10mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2023,0,0,1
74856,5409511000001108,03612020,36,Seroquel 200mg tablets (Waymade Healthcare Plc),Quetiapine fumarate,200mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2019,0,0,1
62517,26655511000001100,31248021,10101,Lurasidone 74mg tablets,Lurasidone hydrochloride,74mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2015,0,0,1
31063,4731711000001106,82836020,42,Serdolect 12mg tablets (Imported (Denmark)),Sertindole,12mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
47049,19626711000001104,00717021,3311,Olanzapine 10mg orodispersible tablets,Olanzapine,10mg,Orodispersible tablet,Oral,00000000,Unknown,April 2012,0,0,1
68347,19587911000001108,03549020,8,Zalasta 5mg tablets (Krka UK Ltd),Olanzapine,5mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,December 2016,0,0,1
79336,7975111000001109,03623020,0,Amisulpride 50mg tablets (Kent Pharma (UK) Ltd),Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2019,0,0,1
78616,32866911000001100,69849021,46,Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd),Paliperidone palmitate,200mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,November 2019,0,0,1
29879,7637811000001106,87954020,1053,Abilify 30mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd),Aripiprazole,30mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
61650,23661211000001104,21593021,2576,Aripiprazole 400mg powder and solvent for suspension for injection vials,Aripiprazole,400mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,November 2014,0,0,1
63363,28412311000001104,44297021,17739,Zaluron XL 400mg tablets (Fontus Health Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2015,0,0,1
77215,21287811000001104,45218020,100,Quetiapine 300mg tablets (Accord-UK Ltd),Quetiapine fumarate,300mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2019,0,0,1
65137,23561611000001108,20187021,0,Risperidone 500microgram tablets (Dexcel-Pharma Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2016,0,0,1
56265,386213008,38854020,1946,Olanzapine 20mg oral lyophilisates sugar free,Olanzapine,20mg,Oral lyophilisate,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,August 2013,0,0,1
83070,39005011000001104,95966021,183,Biquelle XL 600mg tablets (Aspire Pharma Ltd),Quetiapine fumarate,600mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2021,0,0,1
16103,305515001000027100,90165020,16922,Olanzapine 20mg Orodispersible tablet,Olanzapine,20mg,Orodispersible Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
77733,33569911000001100,70915021,447,Brancico XL 50mg tablets (Zentiva Pharma UK Ltd),Quetiapine fumarate,50mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2019,0,0,1
46764,13011611000001108,00209021,181,Quetiapine 12.5mg/5ml oral solution,Quetiapine fumarate,2.5mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2012,0,0,1
80669,33570111000001100,70704021,222,Brancico XL 400mg tablets (Zentiva Pharma UK Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2020,0,0,1
9515,3905611000001104,55210020,66,Zoleptil 50 tablets (Movianto UK Ltd),Zotepine,50mg,Tablet,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
81209,35180711000001108,79762021,5,Risperidone 500microgram tablets (Milpharm Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2020,0,0,1
59829,13121311000001100,74938020,0,Risperidone 3mg tablets (A A H Pharmaceuticals Ltd),Risperidone,3mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2014,0,0,1
47394,3434911000001100,00727021,257,Olanzapine 15mg oral lyophilisates sugar free,Olanzapine,15mg,Oral lyophilisate,Oral,00000000,Unknown,June 2012,0,0,1
58935,22409511000001108,15732021,23,Tenprolide XL 400mg tablets (Actavis UK Ltd),Quetiapine fumarate,400mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2014,0,0,1
77216,21287311000001108,45162020,102,Quetiapine 150mg tablets (Accord-UK Ltd),Quetiapine fumarate,150mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2019,0,0,1
8046,321573006,72580020,12780,Clozapine 25mg tablets,Clozapine,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
36954,11749811000001104,93747020,72,Invega 6mg modified-release tablets (Janssen-Cilag Ltd),Paliperidone,6mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
82566,5408411000001101,03597020,30,Seroquel 25mg tablets (Waymade Healthcare Plc),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
83330,30083411000001108,53777021,0,Quetiapine 300mg tablets (DE Pharmaceuticals),Quetiapine fumarate,300mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,March 2021,0,0,1
64639,28995611000001104,48124021,356,Mintreleq XL 300mg tablets (Aristo Pharma Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,November 2015,0,0,1
72596,33518911000001108,70685021,0,Aripiprazole 5mg tablets (Creo Pharma Ltd),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,July 2018,0,0,1
16998,4748211000001109,82828020,194,Sertindole 12mg tablets,Sertindole,12mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
46434,19210611000001104,99853020,669,Xeplion 100mg/1ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd),Paliperidone palmitate,100mg/1ml,Prolonged-release suspension for injection,Intramuscular,04020200,Antipsychotic Depot Injections,November 2011,0,0,1
69328,14770511000001108,75980020,0,Risperidone 500microgram tablets (Wockhardt UK Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2017,0,0,1
58821,20415911000001108,41359020,0,Quetiapine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd),Quetiapine fumarate,25mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2014,0,0,1
58147,19921111000001104,39304020,1,Olanzapine 10mg tablets (Zentiva Pharma UK Ltd),Olanzapine,10mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,December 2013,0,0,1
85146,20161411000001104,40539020,9,Quetiapine 150mg tablets (Teva UK Ltd),Quetiapine fumarate,150mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,December 2021,0,0,1
6561,406787003,87944020,455311,Aripiprazole 10mg tablets,Aripiprazole,10mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
82311,13479811000001106,21136020,2,Risperidone 500microgram orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd),Risperidone,500microgram,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
72326,18466211000001108,03537020,2,Risperidone 500microgram tablets (Accord-UK Ltd),Risperidone,500microgram,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2018,0,0,1
82436,21809711000001104,46932020,0,Olanzapine 5mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd),Olanzapine,5mg,Orodispersible tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,January 2021,0,0,1
47304,321623003,00719021,980,Olanzapine 10mg oral lyophilisates sugar free,Olanzapine,10mg,Oral lyophilisate,Oral,00000000,Unknown,June 2012,0,0,1
76199,33552511000001108,70630021,0,Amisulpride 50mg tablets (Viatris UK Healthcare Ltd),Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,May 2019,0,0,1
35953,11134311000001108,92725020,1021,Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd),Risperidone,4mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
82421,20280511000001108,40542020,0,Amisulpride 50mg tablets (Sandoz Ltd),Amisulpride,50mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2021,0,0,1
74690,13011811000001108,33602020,1,Quetiapine 125mg/5ml oral solution,Quetiapine fumarate,25mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2019,0,0,1
86244,13657211000001104,75393020,1,Risperidone 4mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd),Risperidone,4mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,June 2022,0,0,1
16489,4177011000001109,65788020,7756,Risperidone 50mg powder and solvent for suspension for injection vials,Risperidone,50mg,Powder and solvent for suspension for injection,Intramuscular,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
10107,228545001000027100,85202020,1163,Quetiapine Starter Pack,Quetiapine Fumarate,,Starter Pack,Oral,04020100,Antipsychotic Products,February 2009,0,0,1
54483,20356411000001104,40629020,6034,Sondate XL 300mg tablets (Teva UK Ltd),Quetiapine fumarate,300mg,Modified-release tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2013,0,0,1
9659,858911000001109,49438020,19499,Risperdal 2mg tablets (Janssen-Cilag Ltd),Risperidone,2mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
33883,9891011000001104,90167020,2086,Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd),Olanzapine,20mg,Oral lyophilisate,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,February 2009,0,0,1
70367,19564611000001108,03570020,16,Olanzapine 10mg tablets (Alliance Healthcare (Distribution) Ltd),Olanzapine,10mg,Tablet,Oral,04020102/04020300,Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania,October 2017,0,0,1
45839,13012311000001108,99745020,2028,Quetiapine 25mg/5ml oral suspension,Quetiapine fumarate,5mg/1ml,Oral suspension,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2011,0,0,1
11828,4054111000001105,81543020,14175,Risperidone 2mg orodispersible tablets sugar free,Risperidone,2mg,Orodispersible tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
49699,13819311000001104,10469020,0,Abilify 5mg tablets (Sigma Pharmaceuticals Plc),Aripiprazole,5mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,January 2013,0,0,1
56387,13380911000001108,03505020,6,Risperidone 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),Risperidone,1mg/1ml,Oral solution,Oral,04020102,Second-Generation Antipsychotic Drugs,August 2013,0,0,1
16561,406790009,87948020,71357,Aripiprazole 30mg tablets,Aripiprazole,30mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,February 2009,0,0,1
86052,13121511000001108,74943020,3,Risperidone 4mg tablets (A A H Pharmaceuticals Ltd),Risperidone,4mg,Tablet,Oral,04020102,Second-Generation Antipsychotic Drugs,April 2022,0,0,1
