medcode,readcode,clinicalevents,immunisationevents,referralevents,testevents,readterm,databaserelease
3484,C320.11,1398,0,4,0,Familial hypercholesterolaemia,February 2009
3386,C320000,16198,0,396,2,Familial hypercholesterolaemia,February 2009
